id,observed_on,user_id,quality_grade,url,image_url,description,num_identification_agreements,num_identification_disagreements,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name,field:eventid,field:field id,field:bin
9488858,5/25/2016,175394,needs_id,https://www.inaturalist.org/observations/9488858,https://static.inaturalist.org/photos/12922829/medium.jpg?1516073833,"large, oval wing, katydid looks like deacying leaf 
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Phaneropterinae,Phaneropterinae,Leaf Katydids,Insecta,48128,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,,,CVB_05,XMAD_105,BOLD:ADH9520
9488859,5/25/2016,175394,needs_id,https://www.inaturalist.org/observations/9488859,https://static.inaturalist.org/photos/12923089/medium.jpg?1516074335,"emerged from large katydid
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Gordius,Gordius,,Animalia,437855,Animalia,Nematomorpha,Gordioida,Gordioidea,Gordiidae,Gordius,,,CVB_05,XMAD_105B,
9488860,5/25/2016,175394,research,https://www.inaturalist.org/observations/9488860,https://static.inaturalist.org/photos/12922891/medium.jpg?1516073962,"colorful green grasshopper, black mask
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.254069,47.421911,Gastrimargus africanus madagascariensis,Gastrimargus africanus madagascariensis,,Insecta,701247,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Gastrimargus,Gastrimargus africanus,Gastrimargus africanus madagascariensis,CVB_05,XMAD_106,BOLD:ACN8271
9488861,5/25/2016,175394,needs_id,https://www.inaturalist.org/observations/9488861,https://static.inaturalist.org/photos/12922942/medium.jpg?1516074027,"green katydid, like XMAD_014
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Tettigoniidae,Tettigoniidae,Katydids,Insecta,48124,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,,,CVB_05,XMAD_107,BOLD:ADI0712
9488862,5/25/2016,175394,research,https://www.inaturalist.org/observations/9488862,https://static.inaturalist.org/photos/12922978/medium.jpg?1516074113,"preserved tail tip
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.254069,47.421911,Boulenger's Tree Skink,Brachyseps frontoparietalis,Boulenger's Tree Skink,Reptilia,606451,Animalia,Chordata,Reptilia,Squamata,Scincidae,Brachyseps,Brachyseps frontoparietalis,,CVB_05,XMAD_108,BOLD:ADI0537
9488863,5/25/2016,175394,research,https://www.inaturalist.org/observations/9488863,https://static.inaturalist.org/photos/12923013/medium.jpg?1516074183,"angular spider 
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.254069,47.421911,Darwin's Bark Spider,Caerostris darwini,Darwin's Bark Spider,Arachnida,493256,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,Caerostris darwini,,CVB_05,XMAD_109,BOLD:ACQ4499
9488864,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488864,https://static.inaturalist.org/photos/12923162/medium.jpg?1516074425,"orange and green beetle with pizzaz
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Beetles,Pseudadorium,,Insecta,860436,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Pseudadorium,,,CVB_07,XMAD_110,BOLD:ADI0833
9488865,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488865,https://static.inaturalist.org/photos/12923483/medium.jpg?1516074957,"brown and gold mottled tiny beetle, longitudinal bumpy on wings
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Flea Beetles,Sanckia,,Insecta,1093278,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Sanckia,,,CVB_07,XMAD_111,BOLD:ADI0053
9488867,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488867,https://static.inaturalist.org/photos/12923550/medium.jpg?1516075043,"tiny black shiny beetle similar to XMAD_102
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Leaf Beetles,Chrysomelidae,Leaf Beetles,Insecta,51146,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,,CVB_07,XMAD_112,BOLD:ADI0514
9488868,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488868,https://static.inaturalist.org/photos/12923605/medium.jpg?1516075120,"tiny black beetle with pennate antennae
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.25499,47.417778,Small Dung Beetles,Aphodiinae,Small Dung Beetles,Insecta,51977,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,,,CVB_07,XMAD_113,BOLD:ADH9051
9488869,5/27/2016,175394,casual,https://www.inaturalist.org/observations/9488869,,"crane fly with yellow legs, no photo",0,0,-21.25499,47.417778,Tipulidae,Tipulidae,Large Crane Flies,Insecta,51225,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,,,,CVB_07,XMAD_114,BOLD:ADH8127
9488870,5/27/2016,175394,casual,https://www.inaturalist.org/observations/9488870,,,0,0,-21.25499,47.417778,Darwin's Bark Spider,Caerostris darwini,Darwin's Bark Spider,Arachnida,493256,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,Caerostris darwini,,CVB_07,XMAD_115,BOLD:ACQ4499
9488871,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488871,https://static.inaturalist.org/photos/12923803/medium.jpg?1516075558,"tiny brown cricket
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",3,1,-21.25499,47.417778,Dornschrecken,Tetrigidae,Pygmy Grasshoppers,Insecta,57658,Animalia,Arthropoda,Insecta,Orthoptera,Tetrigidae,,,,CVB_07,XMAD_116,
9488872,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488872,https://static.inaturalist.org/photos/12923830/medium.jpg?1516075617,"pill bug isopod from rotting log
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Woodlice and Pillbugs,Suarezia,,Animalia,1038564,Animalia,Arthropoda,Malacostraca,Isopoda,Scleropactidae,Suarezia,,,CVB_07,XMAD_117,
9488873,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488873,https://static.inaturalist.org/photos/12923860/medium.jpg?1516075691,"blowfly blue/green with red eyes
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Muscidae,Muscidae,House Flies and Allies,Insecta,70144,Animalia,Arthropoda,Insecta,Diptera,Muscidae,,,,CVB_07,XMAD_118,BOLD:ACT7673
9488874,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488874,https://static.inaturalist.org/photos/12923892/medium.jpg?1516075734,"tiny spider with silvery abdomen, hairy posterior legs
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Theridiidae,Theridiidae,Cobweb Spiders,Arachnida,47371,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,,,,CVB_07,XMAD_119,BOLD:ACS2375
9488877,5/27/2016,175394,casual,https://www.inaturalist.org/observations/9488877,,"tiny centipede, missing one cerci, short legs, long antennae, no photo",0,0,-21.25499,47.417778,Chilopoda,Chilopoda,Centipedes,Animalia,49556,Animalia,Arthropoda,Chilopoda,,,,,,CVB_07,XMAD_120,BOLD:ADH7996
9488879,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488879,https://static.inaturalist.org/photos/12923959/medium.jpg?1516075840,"long legged fly irradescent body
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Dolichopodidae,Dolichopodidae,Long-legged Flies,Insecta,68020,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,,,,CVB_07,XMAD_121,BOLD:ADH9912
9488880,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488880,https://static.inaturalist.org/photos/12924016/medium.jpg?1516075917,"red beetle with 4 black spots
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Luperini,Luperini,,Insecta,373841,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,,CVB_07,XMAD_122,BOLD:ACT6049
9488881,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488881,https://static.inaturalist.org/photos/12924051/medium.jpg?1516075998,"Ligia-like isopod, crooked antennae
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Philosciidae,Philosciidae,,Animalia,48294,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,,,,CVB_07,XMAD_123,
9488882,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488882,https://static.inaturalist.org/photos/12924082/medium.jpg?1516076039,"stink bug from Zach's bathroom
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.253919,47.421885,Stink Bugs,Pentatomidae,Stink Bugs,Insecta,47742,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,,,,CVB_08,XMAD_124,BOLD:ADH9149
9488884,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488884,https://static.inaturalist.org/photos/12924118/medium.jpg?1516076081,"small moth, black and gold with gold belly and transparent spots
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Erebidae,Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,,CVB_07,XMAD_125,BOLD:ADH7455
9488885,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488885,https://static.inaturalist.org/photos/12924172/medium.jpg?1516076151,"small dark brown and gold moth, large gold spot on hindwings
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Erebidae,Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,,CVB_07,XMAD_126,BOLD:ADH8014
9488886,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488886,https://static.inaturalist.org/photos/12924242/medium.jpg?1516076251,"green inchworm
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Chrysocraspeda leighata,Chrysocraspeda leighata,,Insecta,627724,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chrysocraspeda,Chrysocraspeda leighata,,CVB_07,XMAD_127,BOLD:ADI0641
9488887,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488887,https://static.inaturalist.org/photos/12924299/medium.jpg?1516076336,"internal shell snail, light brown, speckly mantle, pale foot
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Gastropoda,Gastropoda,Gastropods,Mollusca,47114,Animalia,Mollusca,Gastropoda,,,,,,CVB_07,XMAD_128,BOLD:ADH8754
9488888,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488888,https://static.inaturalist.org/photos/12924319/medium.jpg?1516076373,"black cricket, white ""nostrils"" near eyes
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",3,0,-21.25499,47.417778,Ensifera,Ensifera,Long-horned Orthopterans,Insecta,132694,Animalia,Arthropoda,Insecta,Orthoptera,,,,,CVB_07,XMAD_129,BOLD:ADH9890
9488889,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488889,https://static.inaturalist.org/photos/12924378/medium.jpg?1516076441,"mottled white furry moth, black antennae, pale yellow hindwings
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Erebidae,Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,,CVB_09,XMAD_130,BOLD:ADF6626
9488890,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488890,https://static.inaturalist.org/photos/12924435/medium.jpg?1516076526,"horsehair worm, free-living
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Gordius,Gordius,,Animalia,437855,Animalia,Nematomorpha,Gordioida,Gordioidea,Gordiidae,Gordius,,,CVB_100,XMAD_131,BOLD:ADI1126
9488891,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488891,https://static.inaturalist.org/photos/12924447/medium.jpg?1516076594,"cool brownish green katydid/grasshopper with yellow-black stripes, rostrum head
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Odontolakis,Odontolakis,,Insecta,766367,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Odontolakis,,,CVB_07,XMAD_132,BOLD:ADH8216
9488892,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488892,https://static.inaturalist.org/photos/12924459/medium.jpg?1516076621,"greenishflat faced katydid/grasshopper from station w 2 longitudinal yellow stripes
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Tettigoniidae,Tettigoniidae,Katydids,Insecta,48124,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,,,CVB_09,XMAD_133,BOLD:AAQ0698
9488893,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488893,https://static.inaturalist.org/photos/12924537/medium.jpg?1516076673,"black millepede with rusty legs with rusty red bands between segmants
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Diplopoda,Diplopoda,Millipedes,Animalia,47735,Animalia,Arthropoda,Diplopoda,,,,,,CVB_09,XMAD_134,BOLD:ADH8585
9488894,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488894,https://static.inaturalist.org/photos/12924572/medium.jpg?1516076754,"plant galls, no sample, just photo
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Arthropods,Cynipoidea,Gall Wasps and Allies,Insecta,55593,Animalia,Arthropoda,Insecta,Hymenoptera,,,,,CVB_07,XMAD_135,
9488897,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488897,https://static.inaturalist.org/photos/12924628/medium.jpg?1516076843,"giant black snail
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Acavidae,Acavidae,,Mollusca,85555,Animalia,Mollusca,Gastropoda,Stylommatophora,Acavidae,,,,CVB_07,XMAD_136,BOLD:ADH8656
9488899,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488899,https://static.inaturalist.org/photos/12924693/medium.jpg?1516076954,"disgusting grub - pale greenish, gross mouth proboscis stuff
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.254069,47.421911,Large Crane Flies,Tipulidae,Large Crane Flies,Insecta,51225,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,,,,CVB_102,XMAD_137,BOLD:ADH8282
9488901,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488901,https://static.inaturalist.org/photos/12924729/medium.jpg?1516076996,"golden-yellow moth, brown mottling
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Xenostega,Xenostega,,Insecta,627777,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xenostega,,,CVB_09,XMAD_138,BOLD:ACS2828
9488905,5/27/2016,175394,casual,https://www.inaturalist.org/observations/9488905,,"narrow wing moth, tan color",0,0,-21.254069,47.421911,Mythimna,Mythimna,,Insecta,121184,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,,,CVB_09,XMAD_139,BOLD:ADH8202
9488908,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488908,https://static.inaturalist.org/photos/12924815/medium.jpg?1516077099,"wolf spider with egg sac
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.254069,47.421911,Wolf Spiders,Lycosidae,Wolf Spiders,Arachnida,47416,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,,,CVB_09,XMAD_140,BOLD:ADH7701
9488910,5/27/2016,175394,casual,https://www.inaturalist.org/observations/9488910,,moth with brown yellow speckled wings,0,0,-21.254069,47.421911,Crambidae,Crambidae,Crambid Snout Moths,Insecta,52002,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,,,,CVB_09,XMAD_141,BOLD:ADI0087
9488914,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488914,https://static.inaturalist.org/photos/12924856/medium.jpg?1516077153,"brown elephant nosed weevil
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.254069,47.421911,Cryptorhynchinae,Cryptorhynchinae,,Insecta,373406,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,,,,CVB_09,XMAD_142,BOLD:ADH8820
9488917,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488917,https://static.inaturalist.org/photos/12924926/medium.jpg?1516077251,"small millepede, not many segments, black, light brown legs and margin
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.254069,47.421911,Polydesmida,Polydesmida,Flat-backed Millipedes,Animalia,47734,Animalia,Arthropoda,Diplopoda,Polydesmida,,,,,CVB_09,XMAD_143,
9488920,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488920,https://static.inaturalist.org/photos/12924968/medium.jpg?1516077300,"pale tiny spider, reflective gold plates on abdomen
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Theridiidae,Theridiidae,Cobweb Spiders,Arachnida,47371,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,,,,CVB_101,XMAD_144,BOLD:ADH9830
9488923,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488923,https://static.inaturalist.org/photos/12924999/medium.jpg?1516077344,"irradescent green-blue jumping spider w plaps
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.254069,47.421911,Echinussa,Echinussa,,Arachnida,420342,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Echinussa,,,CVB_101,XMAD_145,
9488927,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488927,https://static.inaturalist.org/photos/12925063/medium.jpg?1516077443,"golden brown frog in/under rotting log
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Anodonthyla boulengerii,Anodonthyla boulengerii,Boulenger's Climbing Frog,Amphibia,24975,Animalia,Chordata,Amphibia,Anura,Microhylidae,Anodonthyla,Anodonthyla boulengerii,,CVB_07,XMAD_146,BOLD:ADI0918
9488931,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488931,https://static.inaturalist.org/photos/12925117/medium.jpg?1516077528,"small stick-like mantis collected in ferns outside station
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Tisma freyi,Tisma freyi,,Insecta,627725,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Tisma,Tisma freyi,,CVB_09,XMAD_147,BOLD:ADH8160
9488933,5/27/2016,175394,needs_id,https://www.inaturalist.org/observations/9488933,https://static.inaturalist.org/photos/12925180/medium.jpg?1516077640,"mohawk caterpillar, 4 bundles of hairs that looked cropped
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.254069,47.421911,Lepidoptera,Lepidoptera,Butterflies and Moths,Insecta,47157,Animalia,Arthropoda,Insecta,Lepidoptera,,,,,CVB_09,XMAD_148,BOLD:ADH8341
9488937,5/27/2016,175394,casual,https://www.inaturalist.org/observations/9488937,,yellow brown moth,0,0,-21.254069,47.421911,Cadarena sinuata,Cadarena pudoraria,,Insecta,751445,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Cadarena,Cadarena pudoraria,,CVB_09,XMAD_149,BOLD:AAE0638
9488940,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488940,https://static.inaturalist.org/photos/12925232/medium.jpg?1516077749,"land crab from cube site
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Hydrothelphusa madagascariensis,Hydrothelphusa madagascariensis,,Animalia,103054,Animalia,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Hydrothelphusa,Hydrothelphusa madagascariensis,,CVB_10,XMAD_150,BOLD:ADI0206
9488942,5/28/2016,175394,casual,https://www.inaturalist.org/observations/9488942,,"grasshopper missing leg, no photo",0,0,-21.25499,47.417778,Gryllidae,Gryllidae,True Crickets,Insecta,52884,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,,,CVB_10,XMAD_151,BOLD:ADH7764
9488946,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488946,https://static.inaturalist.org/photos/12925300/medium.jpg?1516077860,"large brown pillbug isopod
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",3,1,-21.25499,47.417778,Doppelfüßer,Diplopoda,Millipedes,Animalia,47735,Animalia,Arthropoda,Diplopoda,,,,,,CVB_10,XMAD_152,BOLD:ADH8586
9488949,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488949,https://static.inaturalist.org/photos/12925373/medium.jpg?1516077984,"angulate spiral shell
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Acavidae,Acavidae,,Mollusca,85555,Animalia,Mollusca,Gastropoda,Stylommatophora,Acavidae,,,,CVB_10,XMAD_153,BOLD:ADH8085
9488952,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488952,https://static.inaturalist.org/photos/12925400/medium.jpg?1516078038,"long millepede
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Diplopoda,Diplopoda,Millipedes,Animalia,47735,Animalia,Arthropoda,Diplopoda,,,,,,CVB_10,XMAD_154,BOLD:ADH8415
9488956,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488956,https://static.inaturalist.org/photos/12925480/medium.jpg?1516078138,"roach 1 - black and shiny, larger
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Giant Cockroaches,Blaberidae,Giant Cockroaches,Insecta,84636,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,,,,CVB_10,XMAD_155,BOLD:ADI0747
9488959,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488959,https://static.inaturalist.org/photos/12925532/medium.jpg?1516078234,"roack 2 - mottled w fine light brown spots
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Epilamprinae,Epilamprinae,,Insecta,543252,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,,,,CVB_10,XMAD_156,BOLD:ADH7779
9488961,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488961,https://static.inaturalist.org/photos/12925563/medium.jpg?1516078288,"greenish-brown wasp, green lantern wasp
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.25499,47.417778,Small Brown Paper Wasps,Ropalidia,Small Brown Paper Wasps,Insecta,120832,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Ropalidia,,,CVB_10,XMAD_157,BOLD:ADI1183
9488967,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488967,https://static.inaturalist.org/photos/12925645/medium.jpg?1516078429,"grasshopper? with splayed legs
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.25499,47.417778,Euschmidtiidae,Euschmidtiidae,Bushhoppers,Insecta,149027,Animalia,Arthropoda,Insecta,Orthoptera,Euschmidtiidae,,,,CVB_10,XMAD_158,BOLD:ADI0883
9488970,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488970,https://static.inaturalist.org/photos/12925701/medium.jpg?1516078535,"green inch worm
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.25499,47.417778,Erebidae,Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,,CVB_10,XMAD_159,BOLD:ACT6149
9488973,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488973,https://static.inaturalist.org/photos/12925741/medium.jpg?1516078607,"green body orange head, more elongate?
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.25499,47.417778,Flea Beetles,Alticini,Flea Beetles,Insecta,155185,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,,CVB_10,XMAD_160,BOLD:ADH8539
9488976,5/28/2016,175394,needs_id,https://www.inaturalist.org/observations/9488976,https://static.inaturalist.org/photos/12925829/medium.jpg?1516078689,"black beetle
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.25499,47.417778,Carabe,Carabidae,Ground Beetles,Insecta,49567,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,,,CVB_10,XMAD_161,BOLD:ADI1127
9488980,5/28/2016,175394,research,https://www.inaturalist.org/observations/9488980,https://static.inaturalist.org/photos/12925873/medium.jpg?1516078743,"green and orange shield bug
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.25499,47.417778,Cassida sanguinicollis,Cassida sanguinicollis,,Insecta,957494,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Cassida,Cassida sanguinicollis,,CVB_10,XMAD_162,BOLD:ADH8169
9488982,5/30/2016,175394,needs_id,https://www.inaturalist.org/observations/9488982,https://static.inaturalist.org/photos/12925943/medium.jpg?1516078843,"black body, orange head
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.253759,47.420929,Lady Beetles,Coccinellidae,Lady Beetles,Insecta,48486,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,,,,CVB_11,XMAD_163,BOLD:ADI0100
9488986,5/30/2016,175394,needs_id,https://www.inaturalist.org/observations/9488986,https://static.inaturalist.org/photos/12925990/medium.jpg?1516078928,"black carab beetle
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Ground Beetles,Platyninae,,Insecta,422558,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,,,CVB_12,XMAD_164,BOLD:ADH9558
9488989,5/30/2016,175394,needs_id,https://www.inaturalist.org/observations/9488989,https://static.inaturalist.org/photos/12926069/medium.jpg?1516079082,"brown cricket
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.26404,47.418328,Oxytettix,Oxytettix,,Insecta,753520,Animalia,Arthropoda,Insecta,Orthoptera,Tetrigidae,Oxytettix,,,CVB_12,XMAD_165,BOLD:ADI0228
