id,observed_on,user_id,quality_grade,url,image_url,description,num_identification_agreements,num_identification_disagreements,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name,field:eventid,field:field id,field:bin
9489073,5/31/2016,175394,needs_id,https://www.inaturalist.org/observations/9489073,https://static.inaturalist.org/photos/12933310/medium.jpg?1516104155,"large brown roach
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Epilamprinae,Epilamprinae,,Insecta,543252,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,,,,CVB_16,XMAD_227,BOLD:ADH7671
9489074,5/31/2016,175394,needs_id,https://www.inaturalist.org/observations/9489074,https://static.inaturalist.org/photos/12933319/medium.jpg?1516104212,"millipede, black/orange-yellow
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Aphistogoniulus,Aphistogoniulus,fire millipedes,Animalia,322695,Animalia,Arthropoda,Diplopoda,Spirobolida,Pachybolidae,Aphistogoniulus,,,CVB_16,XMAD_228,BOLD:ADH8584
9489075,5/31/2016,175394,needs_id,https://www.inaturalist.org/observations/9489075,https://static.inaturalist.org/photos/12933329/medium.jpg?1516104236,"frog
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Mantidactylus,Mantidactylus,,Amphibia,21918,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantidactylus,,,CVB_16,XMAD_229,BOLD:ADH9021
9489076,5/31/2016,175394,needs_id,https://www.inaturalist.org/observations/9489076,https://static.inaturalist.org/photos/12933338/medium.jpg?1516104328,"frog
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Mantidactylus melanopleura,Mantidactylus melanopleura,,Amphibia,21998,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantidactylus,Mantidactylus melanopleura,,CVB_16,XMAD_230,
9489077,5/31/2016,175394,needs_id,https://www.inaturalist.org/observations/9489077,https://static.inaturalist.org/photos/12933341/medium.jpg?1516104358,"frog
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Gephyromantis luteus,Gephyromantis luteus,,Amphibia,65501,Animalia,Chordata,Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis luteus,,CVB_16,XMAD_231,BOLD:ADH8938
9489078,5/31/2016,175394,needs_id,https://www.inaturalist.org/observations/9489078,https://static.inaturalist.org/photos/12933364/medium.jpg?1516104478,"frog
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Plethodontohyla inguinalis,Plethodontohyla inguinalis,Boulenger's Digging Frog,Amphibia,24803,Animalia,Chordata,Amphibia,Anura,Microhylidae,Plethodontohyla,Plethodontohyla inguinalis,,CVB_16,XMAD_232,BOLD:ADH9293
9489079,5/31/2016,175394,needs_id,https://www.inaturalist.org/observations/9489079,https://static.inaturalist.org/photos/12933373/medium.jpg?1516104563,"frog
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Anodonthyla,Anodonthyla,,Amphibia,24971,Animalia,Chordata,Amphibia,Anura,Microhylidae,Anodonthyla,,,CVB_16,XMAD_233,BOLD:ADI0918
9489080,5/31/2016,175394,needs_id,https://www.inaturalist.org/observations/9489080,https://static.inaturalist.org/photos/12933398/medium.jpg?1516104646,"Gephyromantis (?) frog
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Gephyromantis sculpturatus,Gephyromantis sculpturatus,Sculpted Madagascar Frog,Amphibia,65511,Animalia,Chordata,Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis sculpturatus,,CVB_16,XMAD_234,BOLD:ADH8072
9489081,5/31/2016,175394,needs_id,https://www.inaturalist.org/observations/9489081,https://static.inaturalist.org/photos/12933403/medium.jpg?1516104708,"Gephyromantis (?) frog
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Gephyromantis,Gephyromantis,,Amphibia,64775,Animalia,Chordata,Amphibia,Anura,Mantellidae,Gephyromantis,,,CVB_16,XMAD_235,BOLD:ADI0336
9489082,5/31/2016,175394,needs_id,https://www.inaturalist.org/observations/9489082,https://static.inaturalist.org/photos/12933408/medium.jpg?1516104789,"frog
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Anodonthyla,Anodonthyla,,Amphibia,24971,Animalia,Chordata,Amphibia,Anura,Microhylidae,Anodonthyla,,,CVB_16,XMAD_236,BOLD:ADI0918
9489083,6/1/2016,175394,research,https://www.inaturalist.org/observations/9489083,https://static.inaturalist.org/photos/12933412/medium.jpg?1516104844,"comet moth, animal released, have extra tissue sample
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.254069,47.421911,Madagascan Moon Moth,Argema mittrei,Madagascan Moon Moth,Insecta,147151,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Argema,Argema mittrei,,CVB_18,XMAD_237,BOLD:AAE6148
9489084,6/1/2016,175394,needs_id,https://www.inaturalist.org/observations/9489084,https://static.inaturalist.org/photos/12933417/medium.jpg?1516104907,"frog
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Anodonthyla boulengerii,Anodonthyla boulengerii,Boulenger's Climbing Frog,Amphibia,24975,Animalia,Chordata,Amphibia,Anura,Microhylidae,Anodonthyla,Anodonthyla boulengerii,,CVB_19,XMAD_238,BOLD:ADI0918
9489085,6/1/2016,175394,needs_id,https://www.inaturalist.org/observations/9489085,https://static.inaturalist.org/photos/12933423/medium.jpg?1516104972,"frog
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Gephyromantis sculpturatus,Gephyromantis sculpturatus,Sculpted Madagascar Frog,Amphibia,65511,Animalia,Chordata,Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis sculpturatus,,CVB_19,XMAD_239,BOLD:ADH8072
9489087,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489087,https://static.inaturalist.org/photos/12933441/medium.jpg?1516105082,"green liquid in specimen when cut open - worried about DNA cont.
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.253759,47.420929,Kalidos capestensis,Kalidos capestensis,,Mollusca,627729,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicarionidae,Kalidos,Kalidos capestensis,,CVB_21,XMAD_241,BOLD:AAI8010
9489088,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489088,https://static.inaturalist.org/photos/12933446/medium.jpg?1516105214,"small aquatic mite from stream
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Mites and Ticks,Acari,Mites and Ticks,Arachnida,52788,Animalia,Arthropoda,Arachnida,,,,,,CVB_22,XMAD_242,BOLD:ADI0282
9489089,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489089,https://static.inaturalist.org/photos/12933455/medium.jpg?1516105267,"brown treehopper
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Free-living Hemipterans,Gallicana royeri,,Insecta,858888,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Gallicana,Gallicana royeri,,CVB_22,XMAD_243,BOLD:ADI0229
9489090,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489090,https://static.inaturalist.org/photos/12933462/medium.jpg?1516105317,"small green leafhopper
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Platyjassini,Platyjassini,,Insecta,603783,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,,,,CVB_22,XMAD_244,BOLD:ADI0482
9489091,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489091,https://static.inaturalist.org/photos/12933467/medium.jpg?1516105353,"small spider
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Jumping Spiders,Salticidae,Jumping Spiders,Arachnida,48139,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,,,,CVB_22,XMAD_245,BOLD:ADH8482
9489092,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489092,https://static.inaturalist.org/photos/12933489/medium.jpg?1516105401,"mottled black and white roach
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Wood Cockroaches,Ectobiidae,Wood Cockroaches,Insecta,461451,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,,,,CVB_22,XMAD_246,BOLD:ADH9818
9489094,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489094,https://static.inaturalist.org/photos/12933500/medium.jpg?1516105460,"female cricket, brown
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.26404,47.418328,Euscyrtinae,Euscyrtinae,,Insecta,523753,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,,,CVB_22,XMAD_247,BOLD:ADH7953
9489095,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489095,https://static.inaturalist.org/photos/12933509/medium.jpg?1516105495,"midge larvae - like
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Chironomidae,Chironomidae,Non-biting Midges,Insecta,53275,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,,,,CVB_22,XMAD_248,BOLD:ADI1077
9489097,6/2/2016,175394,casual,https://www.inaturalist.org/observations/9489097,,"hairy shoulders, forked tail, wings, springtail",0,0,-21.26404,47.418328,Collembola,Collembola,Springtails,Animalia,49470,Animalia,Arthropoda,Entognatha,,,,,,CVB_22,XMAD_249,BOLD:ADH8964
9489099,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489099,https://static.inaturalist.org/photos/12933512/medium.jpg?1516105545,"early larval stage
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Odonata,Odonata,Dragonflies and Damselflies,Insecta,47792,Animalia,Arthropoda,Insecta,Odonata,,,,,CVB_22,XMAD_250,BOLD:ADH8204
9489100,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489100,https://static.inaturalist.org/photos/12933523/medium.jpg?1516105595,"small black springtail
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Isotomidae,Isotomidae,Smooth Springtails,Animalia,171479,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Isotomidae,,,,CVB_22,XMAD_251,BOLD:ADI0834
9489101,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489101,https://static.inaturalist.org/photos/12933524/medium.jpg?1516105641,"small spider
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Araneae,Araneae,Spiders,Arachnida,47118,Animalia,Arthropoda,Arachnida,Araneae,,,,,CVB_22,XMAD_252,BOLD:ADH8377
9489103,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489103,https://static.inaturalist.org/photos/12933527/medium.jpg?1516105686,"ant
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.26404,47.418328,Big-Headed Ants,Pheidole,Big-headed Ants,Insecta,47343,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,,,CVB_22,XMAD_253,BOLD:AAE0798
9489104,6/2/2016,175394,casual,https://www.inaturalist.org/observations/9489104,,"juvenile?, strange legs, but face is right",0,0,-21.26404,47.418328,Cicadellidae,Cicadellidae,Typical Leafhoppers,Insecta,53237,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,,,,CVB_22,XMAD_254,BOLD:ADH9751
9489105,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489105,https://static.inaturalist.org/photos/12933547/medium.jpg?1516105777,"spider
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Araneae,Araneae,Spiders,Arachnida,47118,Animalia,Arthropoda,Arachnida,Araneae,,,,,CVB_22,XMAD_255,BOLD:ADH7516
9489106,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489106,https://static.inaturalist.org/photos/12933558/medium.jpg?1516105843,"check photo
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",3,1,-21.26404,47.418328,Прямокрылые,Orthoptera,"Grasshoppers, Crickets, and Katydids",Insecta,47651,Animalia,Arthropoda,Insecta,Orthoptera,,,,,CVB_22,XMAD_256,BOLD:ADH7812
9489107,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489107,https://static.inaturalist.org/photos/12933564/medium.jpg?1516105909,"like small any with wings, check photo
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",3,0,-21.26404,47.418328,Dipsocoromorpha,Dipsocoromorpha,,Insecta,372839,Animalia,Arthropoda,Insecta,Hemiptera,,,,,CVB_22,XMAD_257,BOLD:ADH9850
9489108,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489108,https://static.inaturalist.org/photos/12933567/medium.jpg?1516105949,"small spider
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Araneae,Araneae,Spiders,Arachnida,47118,Animalia,Arthropoda,Arachnida,Araneae,,,,,CVB_22,XMAD_258,BOLD:ADH8377
9489109,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489109,https://static.inaturalist.org/photos/12933575/medium.jpg?1516105983,"small brown moth
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Erebidae,Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,121850,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,,CVB_22,XMAD_259,BOLD:ADH7457
9489110,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489110,https://static.inaturalist.org/photos/12933592/medium.jpg?1516106162,"tiny larva
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",3,0,-21.26404,47.418328,Arthropods,Arthropoda,Arthropods,Animalia,47120,Animalia,Arthropoda,,,,,,,CVB_22,XMAD_260,BOLD:ADH8792
9489111,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489111,https://static.inaturalist.org/photos/12933598/medium.jpg?1516106215,"tiny springtail?, forked
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Springtails,Entomobryoidea,,Animalia,132309,Animalia,Arthropoda,Entognatha,Entomobryomorpha,,,,,CVB_22,XMAD_261,
9489112,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489112,https://static.inaturalist.org/photos/12933602/medium.jpg?1516106278,"hariy grub/larvae
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Psychodidae,Psychodidae,Moth Flies and Sand Flies,Insecta,52071,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,,,,CVB_22,XMAD_262,BOLD:ADI1253
9489113,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489113,https://static.inaturalist.org/photos/12933641/medium.jpg?1516106408,"small ant
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Rove Beetles,Paederinae,,Insecta,373437,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,,CVB_22,XMAD_263,BOLD:ADH8353
9489115,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489115,https://static.inaturalist.org/photos/12933648/medium.jpg?1516106438,"assasin bug nymph
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Reduviidae,Reduviidae,Assassin Bugs,Insecta,48959,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,,,,CVB_22,XMAD_264,
9489116,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489116,https://static.inaturalist.org/photos/12933661/medium.jpg?1516106478,"small brown roach
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Crab-like Rove Beetles,Sepedophilus,,Insecta,203234,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Sepedophilus,,,CVB_22,XMAD_265,BOLD:ADH7539
9489117,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489117,https://static.inaturalist.org/photos/12933676/medium.jpg?1516106526,"small beetle
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Tachys,Tachys,,Insecta,178979,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Tachys,,,CVB_22,XMAD_266,BOLD:ADI0088
9489118,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489118,https://static.inaturalist.org/photos/12933679/medium.jpg?1516106558,"small round shell
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Hydrophilinae,Hydrophilinae,,Insecta,465808,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,,CVB_22,XMAD_267,BOLD:ADH8356
9489119,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489119,https://static.inaturalist.org/photos/12933702/medium.jpg?1516106711,"small hopper
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,True Crickets and Allies,Grylloidea,True Crickets and Allies,Insecta,50158,Animalia,Arthropoda,Insecta,Orthoptera,,,,,CVB_22,XMAD_268,BOLD:ADH7812
9489121,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489121,https://static.inaturalist.org/photos/12933713/medium.jpg?1516106754,"looks like hairy roach, hairy butt
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",3,0,-21.26404,47.418328,Rove Beetles,Atanygnathus,,Insecta,251182,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Atanygnathus,,,CVB_22,XMAD_269,BOLD:ADH9654
9489122,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489122,https://static.inaturalist.org/photos/12933717/medium.jpg?1516106781,"small dark spider
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Jumping Spiders,Salticidae,Jumping Spiders,Arachnida,48139,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,,,,CVB_22,XMAD_270,BOLD:ADH9175
9489123,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489123,https://static.inaturalist.org/photos/12934824/medium.jpg?1516113683,"termite
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.26404,47.418328,Winged and Once-winged Insects,Pterygota,Winged and Once-winged Insects,Insecta,184884,Animalia,Arthropoda,Insecta,,,,,,CVB_22,XMAD_271,
9489124,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489124,https://static.inaturalist.org/photos/12934598/medium.jpg?1516112461,"small orange worm
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Amynthas corticis,Amynthas corticis,Snake worm,Animalia,196395,Animalia,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,Amynthas corticis,,CVB_22,XMAD_272,BOLD:AAE1379
9489125,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489125,https://static.inaturalist.org/photos/12934655/medium.jpg?1516112584,"small transluscent worm
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Clitellata,Clitellata,Clitellates,Animalia,63089,Animalia,Annelida,Clitellata,,,,,,CVB_22,XMAD_273,BOLD:ADH9127
9489126,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489126,https://static.inaturalist.org/photos/12934666/medium.jpg?1516112675,"small clear grub
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Beetles,Coleoptera,Beetles,Insecta,47208,Animalia,Arthropoda,Insecta,Coleoptera,,,,,CVB_22,XMAD_274,
9489127,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489127,https://static.inaturalist.org/photos/12934671/medium.jpg?1516112742,"small roach
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Gyninae,Gyninae,,Insecta,549337,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,,,,CVB_22,XMAD_275,BOLD:ADH7779
9489128,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489128,https://static.inaturalist.org/photos/12934681/medium.jpg?1516112785,"small roach, similar to 275
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Wood Cockroaches,Ectobiidae,Wood Cockroaches,Insecta,461451,Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,,,,CVB_22,XMAD_276,BOLD:ADH7671
9489129,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489129,https://static.inaturalist.org/photos/12934697/medium.jpg?1516112902,"small spider
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Tetragnathidae,Tetragnathidae,Long-jawed Orbweavers,Arachnida,47551,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,,,,CVB_22,XMAD_277,BOLD:ADH8021
9489130,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489130,https://static.inaturalist.org/photos/12934709/medium.jpg?1516112952,"small, clear grub
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Flies,Diptera,Flies,Insecta,47822,Animalia,Arthropoda,Insecta,Diptera,,,,,CVB_22,XMAD_278,BOLD:ADH9432
9489131,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489131,https://static.inaturalist.org/photos/12934731/medium.jpg?1516113021,"grub, debris
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.26404,47.418328,Flat-backed Millipedes,Polydesmida,Flat-backed Millipedes,Animalia,47734,Animalia,Arthropoda,Diplopoda,Polydesmida,,,,,CVB_22,XMAD_279,BOLD:ADI0492
9489132,6/2/2016,175394,research,https://www.inaturalist.org/observations/9489132,https://static.inaturalist.org/photos/12934795/medium.jpg?1516113364,"dark ant
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Tetramorium andohahela,Tetramorium andohahela,,Insecta,627730,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium andohahela,,CVB_22,XMAD_280,BOLD:AAA7729
9489133,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489133,https://static.inaturalist.org/photos/12934810/medium.jpg?1516113471,"tiny white larvae, leg?
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Beetles,Coleoptera,Beetles,Insecta,47208,Animalia,Arthropoda,Insecta,Coleoptera,,,,,CVB_22,XMAD_281,BOLD:ADH9727
9489134,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489134,https://static.inaturalist.org/photos/12934817/medium.jpg?1516113565,"small dark, long limbs
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Talitroides topitotum,Talitroides topitotum,Tramp Hopper,Animalia,260706,Animalia,Arthropoda,Malacostraca,Amphipoda,Brevitalitridae,Talitroides,Talitroides topitotum,,CVB_22,XMAD_282,BOLD:AAV0705
9489135,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489135,https://static.inaturalist.org/photos/12934819/medium.jpg?1516113592,"ant, large mandibles
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",2,0,-21.26404,47.418328,Big-Headed Ants,Pheidole,Big-headed Ants,Insecta,47343,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,,,CVB_22,XMAD_283,BOLD:AAC0780
9489136,6/2/2016,175394,casual,https://www.inaturalist.org/observations/9489136,,juvenile termite,0,0,-21.26404,47.418328,Isoptera,Termitoidae,Termites,Insecta,118903,Animalia,Arthropoda,Insecta,Blattodea,,,,,CVB_22,XMAD_284,
9489138,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489138,https://static.inaturalist.org/photos/12934829/medium.jpg?1516113752,"small caterpillar
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Lepidoptera,Lepidoptera,Butterflies and Moths,Insecta,47157,Animalia,Arthropoda,Insecta,Lepidoptera,,,,,CVB_22,XMAD_285,BOLD:ADH8550
9489139,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489139,https://static.inaturalist.org/photos/12934837/medium.jpg?1516113818,"no limbs, larvae
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Crambidae,Crambidae,Crambid Snout Moths,Insecta,52002,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,,,,CVB_22,XMAD_286,BOLD:ADH8152
9489140,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489140,https://static.inaturalist.org/photos/12934845/medium.jpg?1516113909,"no limbs, larvae
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Beetles,Coleoptera,Beetles,Insecta,47208,Animalia,Arthropoda,Insecta,Coleoptera,,,,,CVB_22,XMAD_287,BOLD:ADI0230
9489141,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489141,https://static.inaturalist.org/photos/12934852/medium.jpg?1516113982,"larvae, limbs
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Insects,Insecta,Insects,Insecta,47158,Animalia,Arthropoda,Insecta,,,,,,CVB_22,XMAD_288,BOLD:ADI0881
9489142,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489142,https://static.inaturalist.org/photos/12934876/medium.jpg?1516114164,"dark beetle
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Harpalinae,Harpalinae,,Insecta,202104,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,,,CVB_22,XMAD_289,
9489143,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489143,https://static.inaturalist.org/photos/12934883/medium.jpg?1516114199,"shrimp-like
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",0,0,-21.26404,47.418328,Talitroides topitotum,Talitroides topitotum,Tramp Hopper,Animalia,260706,Animalia,Arthropoda,Malacostraca,Amphipoda,Brevitalitridae,Talitroides,Talitroides topitotum,,CVB_22,XMAD_290,BOLD:AAV0705
9489144,6/2/2016,175394,needs_id,https://www.inaturalist.org/observations/9489144,https://static.inaturalist.org/photos/12934886/medium.jpg?1516114243,"black roach
All photos copyright David Liittschwager, Natural History Photography.  Http://OneCubicFoot.com",1,0,-21.26404,47.418328,Epilamprinae,Epilamprinae,,Insecta,543252,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,,,,CVB_22,XMAD_291,BOLD:ADH7369
