id,observed_on,user_id,quality_grade,url,image_url,description,place_guess,latitude,longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
3392627,2015-11-10,4749,research,http://www.inaturalist.org/observations/3392627,https://static.inaturalist.org/photos/3923506/medium.jpg?1465191465,"","Vatovavy Fitovinany, MG-FI, MG",-21.3218099035,47.4001941849,,obscured,true,Propithecus edwardsi,Milne-Edwards' Sifaka,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,Propithecus edwardsi,
3392628,2015-11-09,4749,needs_id,http://www.inaturalist.org/observations/3392628,https://static.inaturalist.org/photos/3923507/medium.jpg?1465191465,"","Ranomafana, Fianarantsoa, Madagascar",-21.258181,47.454071,,,false,Hypopyra malgassica,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypopyra,Hypopyra malgassica,
3392629,2015-11-09,4749,needs_id,http://www.inaturalist.org/observations/3392629,https://static.inaturalist.org/photos/3923508/medium.jpg?1465191466,"","Ranomafana, Fianarantsoa, Madagascar",-21.258181,47.454071,,,false,Hypopyra capensis,Redtail Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypopyra,Hypopyra capensis,
3392630,2015-11-10,4749,needs_id,http://www.inaturalist.org/observations/3392630,https://static.inaturalist.org/photos/3923509/medium.jpg?1465191467,"","Ranomafana, Fianarantsoa, Madagascar",-21.250502,47.403001,,,false,Fodina,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Fodina,,
3399808,2015-11-10,4749,research,http://www.inaturalist.org/observations/3399808,https://static.inaturalist.org/photos/3933979/medium.jpg?1465277641,"","Ranomafana, Fianarantsoa, Madagascar",-21.250502,47.403001,,open,false,Mantella baroni,Baron's Mantella,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella,Mantella baroni,
3399810,2015-11-10,4749,research,http://www.inaturalist.org/observations/3399810,https://static.inaturalist.org/photos/3933981/medium.jpg?1465277643,"","Ranomafana, Fianarantsoa, Madagascar",-21.250502,47.403001,,,false,Mantidactylus majori,Ivohimanita Madagascar Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantidactylus,Mantidactylus majori,
3399811,2015-11-10,4749,research,http://www.inaturalist.org/observations/3399811,https://static.inaturalist.org/photos/3933982/medium.jpg?1465277644,I'm not sure this taxon has been formally described as yet so the name is only a placeholder,"Ranomafana, Fianarantsoa, Madagascar",-21.250502,47.403001,,open,false,Aglyptodactylus madagascariensis,Madagascar Jumping Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Aglyptodactylus,Aglyptodactylus madagascariensis,
3399813,2015-11-10,4749,research,http://www.inaturalist.org/observations/3399813,https://static.inaturalist.org/photos/3933984/medium.jpg?1465277644,"","Vatovavy Fitovinany, MG-FI, MG",-21.3965211536,47.5555581811,,obscured,true,Furcifer balteatus,Two-banded Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,Furcifer balteatus,
3407241,2015-11-10,4749,research,http://www.inaturalist.org/observations/3407241,https://static.inaturalist.org/photos/3943809/medium.jpg?1465363863,"","Ranomafana, Fianarantsoa, Madagascar",-21.258181,47.454071,,,false,Madagascarophis colubrinus,Common Madagascar Cat Snake,Animalia,Chordata,Reptilia,Squamata,Pseudoxyrhophiidae,Madagascarophis,Madagascarophis colubrinus,
3407242,2015-11-10,4749,research,http://www.inaturalist.org/observations/3407242,https://static.inaturalist.org/photos/3943811/medium.jpg?1465363863,"","Vatovavy Fitovinany, MG-FI, MG",-21.3567109825,47.5918753356,,obscured,true,Calumma glawi,Glaw's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma glawi,
3407243,2015-11-10,4749,needs_id,http://www.inaturalist.org/observations/3407243,https://static.inaturalist.org/photos/3943812/medium.jpg?1465363863,Subadult female,"Ranomafana, Fianarantsoa, Madagascar",-21.258181,47.454071,,,false,Parectatosoma echinus,,Animalia,Arthropoda,Insecta,Phasmida,Anisacanthidae,Parectatosoma,Parectatosoma echinus,
3407244,2015-11-10,4749,research,http://www.inaturalist.org/observations/3407244,https://static.inaturalist.org/photos/3943813/medium.jpg?1465363864,"","Ranomafana, Fianarantsoa, Madagascar",-21.250502,47.403001,,,false,Trachelophorus giraffa,Giraffe Weevil,Animalia,Arthropoda,Insecta,Coleoptera,Attelabidae,Trachelophorus,Trachelophorus giraffa,
3407245,2015-11-10,4749,needs_id,http://www.inaturalist.org/observations/3407245,https://static.inaturalist.org/photos/3943814/medium.jpg?1465363865,"","Ranomafana, Fianarantsoa, Madagascar",-21.258181,47.454071,,,false,Thyrididae,Window-winged Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Thyrididae,,,
3416275,2015-11-10,4749,needs_id,http://www.inaturalist.org/observations/3416275,https://static.inaturalist.org/photos/3956122/medium.jpg?1465451450,"","Ranomafana, Fianarantsoa, Madagascar",-21.258181,47.454071,,,false,Phaiogramma stibolepida,,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phaiogramma,Phaiogramma stibolepida,
3416276,2015-11-11,4749,research,http://www.inaturalist.org/observations/3416276,https://static.inaturalist.org/photos/3956123/medium.jpg?1465451450,"","Ranomafana, Fianarantsoa, Madagascar",-21.250502,47.403001,,,false,Calumma fallax,Deceptive Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma fallax,
3416277,2015-11-11,4749,needs_id,http://www.inaturalist.org/observations/3416277,https://static.inaturalist.org/photos/3956124/medium.jpg?1465451451,"","Ranomafana, Fianarantsoa, Madagascar",-21.250502,47.403001,,,false,Ricaniidae,Ricaniid Planthoppers,Animalia,Arthropoda,Insecta,Hemiptera,Ricaniidae,,,
3709583,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709583,https://static.inaturalist.org/photos/4308516/medium.jpeg?1469027867,XMAD_501,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Scolopendromorpha,Bark Centipedes,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,,,,
3709584,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709584,https://static.inaturalist.org/photos/4308546/medium.jpeg?1469027978,"XMAD_502
","Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Termitoidae,Termites,Animalia,Arthropoda,Insecta,Blattodea,,,,
3709585,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709585,https://static.inaturalist.org/photos/4308564/medium.jpeg?1469028094,XMAD_503,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Crinocheta,,Animalia,Arthropoda,Malacostraca,Isopoda,,,,
3709586,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709586,https://static.inaturalist.org/photos/4308579/medium.jpeg?1469028210,XMAD_504,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Insecta,Insects,Animalia,Arthropoda,Insecta,,,,,
3709587,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709587,https://static.inaturalist.org/photos/4308596/medium.jpeg?1469028323,XMAD_505,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Psocodea,"Barklice, Booklice, and Parasitic Lice",Animalia,Arthropoda,Insecta,Psocodea,,,,
3709588,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709588,https://static.inaturalist.org/photos/4308617/medium.jpeg?1469028435,XMAD_506,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Osoriinae,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
3709589,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709589,https://static.inaturalist.org/photos/4308639/medium.jpeg?1469028688,XMAD_507,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3709590,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709590,https://static.inaturalist.org/photos/4308634/medium.jpeg?1469028666,XMAD_509,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Nematocera,Nematoceran Flies,Animalia,Arthropoda,Insecta,Diptera,,,,
3709591,2016-05-28,262154,research,http://www.inaturalist.org/observations/3709591,https://static.inaturalist.org/photos/4308653/medium.jpeg?1469028772,XMAD_510,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Camponotus hildebrandti,,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus hildebrandti,
3709592,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709592,https://static.inaturalist.org/photos/4308821/medium.jpeg?1469029265,XMAD_511,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Tipulomorpha,Crane Flies,Animalia,Arthropoda,Insecta,Diptera,,,,
3709593,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709593,https://static.inaturalist.org/photos/4308898/medium.jpeg?1469029622,XMAD_515,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Sciaroidea,Fungus Gnats and Gall Midges,Animalia,Arthropoda,Insecta,Diptera,,,,
3709594,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709594,https://static.inaturalist.org/photos/4308864/medium.jpeg?1469029437,XMAD_516,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3709595,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709595,https://static.inaturalist.org/photos/4308888/medium.jpeg?1469029568,XMAD_517,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3709596,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709596,https://static.inaturalist.org/photos/4308947/medium.jpeg?1469029878,XMAD_520,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Lasiocampidae,Lappet Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,,,
3709597,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709597,https://static.inaturalist.org/photos/4308980/medium.jpeg?1469030052,XMAD_521,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Euteliidae,Euteliid Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,,,
3709598,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709598,https://static.inaturalist.org/photos/4309032/medium.jpeg?1469030386,XMAD_522,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Anobinae,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,
3709599,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709599,https://static.inaturalist.org/photos/4309071/medium.jpeg?1469030641,XMAD_523,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Chrysodeixis,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Chrysodeixis,,
3709600,2016-05-28,262154,needs_id,http://www.inaturalist.org/observations/3709600,https://static.inaturalist.org/photos/4309083/medium.jpeg?1469030704,XMAD_524,"Vatovavy-Fitovinany, Madagascar",-21.25499,47.41778,,,false,Tipulomorpha,Crane Flies,Animalia,Arthropoda,Insecta,Diptera,,,,
3709699,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3709699,https://static.inaturalist.org/photos/4309185/medium.jpeg?1469031383,XMAD_525,"Vatovavy-Fitovinany, Madagascar",-21.25376,47.42093,,,false,Lepidoptera,Butterflies and Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
3709700,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3709700,https://static.inaturalist.org/photos/4309188/medium.jpeg?1469031397,XMAD_525,"Vatovavy-Fitovinany, Madagascar",-21.25376,47.42093,,,false,Lepidoptera,Butterflies and Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
3709701,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3709701,https://static.inaturalist.org/photos/4309203/medium.jpeg?1469031615,XMAD_539,"Vatovavy-Fitovinany, Madagascar",-21.25376,47.42093,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3709702,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3709702,https://static.inaturalist.org/photos/4309202/medium.jpeg?1469031569,XMAD_540,"Vatovavy-Fitovinany, Madagascar",-21.25376,47.42093,,,false,Lepidoptera,Butterflies and Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
3709703,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3709703,https://static.inaturalist.org/photos/4309215/medium.jpeg?1469031723,XMAD_541,"Vatovavy-Fitovinany, Madagascar",-21.25376,47.42093,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3709704,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3709704,https://static.inaturalist.org/photos/4309236/medium.jpeg?1469031881,XMAD_542,"Vatovavy-Fitovinany, Madagascar",-21.25376,47.42093,,,false,Scarabaeoidea,"Scarabs, Stag Beetles and Allies",Animalia,Arthropoda,Insecta,Coleoptera,,,,
3709705,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3709705,https://static.inaturalist.org/photos/4309266/medium.jpeg?1469032156,XMAD_551,"Vatovavy-Fitovinany, Madagascar",-21.25376,47.42093,,,false,Blattodea,Cockroaches and Termites,Animalia,Arthropoda,Insecta,Blattodea,,,,
3709706,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3709706,https://static.inaturalist.org/photos/4309252/medium.jpeg?1469032007,"XMAD_550
","Vatovavy-Fitovinany, Madagascar",-21.25376,47.42093,,,false,Gelechioidea,Curved-horn Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
3709707,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3709707,https://static.inaturalist.org/photos/4309267/medium.jpeg?1469032156,XMAD_551,"Vatovavy-Fitovinany, Madagascar",-21.25376,47.42093,,,false,Blattodea,Cockroaches and Termites,Animalia,Arthropoda,Insecta,Blattodea,,,,
3709708,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3709708,https://static.inaturalist.org/photos/4309284/medium.jpeg?1469032267,XMAD_553,"Vatovavy-Fitovinany, Madagascar",-21.25376,47.42093,,,false,Epilamprinae,,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,,,
3711540,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3711540,https://static.inaturalist.org/photos/4311930/medium.jpeg?1469054480,XMAD_518,"Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Gephyromantis,,Animalia,Chordata,Amphibia,Anura,Mantellidae,Gephyromantis,,
3711541,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3711541,https://static.inaturalist.org/photos/4311934/medium.jpeg?1469054501,XMAD_527,"Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,open,false,Hydrothelphusa madagascariensis,,Animalia,Arthropoda,Malacostraca,Decapoda,Potamonautidae,Hydrothelphusa,Hydrothelphusa madagascariensis,
3711542,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3711542,https://static.inaturalist.org/photos/4311941/medium.jpeg?1469054543,XMAD_537,"Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Potamonautidae,African Freshwater Crabs,Animalia,Arthropoda,Malacostraca,Decapoda,Potamonautidae,,,
3730056,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730056,https://static.inaturalist.org/photos/4333050/medium.jpeg?1469290466,"CVB 13
XMAD_519","Vatovavy-Fitovinany, Madagascar",-21.26289,47.41955,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3730057,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730057,https://static.inaturalist.org/photos/4333057/medium.jpeg?1469290492,"CVB 13
XMAD_538","Vatovavy-Fitovinany, Madagascar",-21.26289,47.41955,,,false,Orthoptera,"Grasshoppers, Crickets, and Katydids",Animalia,Arthropoda,Insecta,Orthoptera,,,,
3730058,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730058,https://static.inaturalist.org/photos/4333069/medium.jpeg?1469290534,"CVB 13
XMAD_548","Vatovavy-Fitovinany, Madagascar",-21.26289,47.41955,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3730059,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730059,https://static.inaturalist.org/photos/4333063/medium.jpeg?1469290516,"CVB 13
XMAD_547","Vatovavy-Fitovinany, Madagascar",-21.26289,47.41955,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3730061,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730061,https://static.inaturalist.org/photos/4333081/medium.jpeg?1469290556,"CVB 13
XMAD_549","Vatovavy-Fitovinany, Madagascar",-21.26289,47.41955,,,false,Deinopidae,Net-casting Spiders,Animalia,Arthropoda,Arachnida,Araneae,Deinopidae,,,
3730125,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730125,https://static.inaturalist.org/photos/4333165/medium.jpeg?1469290867,"CVB 14
XMAD_530","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Lepidoptera,Butterflies and Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
3730126,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730126,https://static.inaturalist.org/photos/4333186/medium.jpeg?1469290926,"CVB 14
XMAD_531","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Arctiini,Tiger Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,
3730127,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730127,https://static.inaturalist.org/photos/4333196/medium.jpeg?1469290971,"CVB 14
XMAD_532","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Lymantriinae,Tussock Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,
3730128,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730128,https://static.inaturalist.org/photos/4333202/medium.jpeg?1469290992,"CVB 14
XMAD_533","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Lepidoptera,Butterflies and Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
3730129,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730129,https://static.inaturalist.org/photos/4333210/medium.jpeg?1469291013,"CVB 14
XMAD_534","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Spilomelinae,Pearl Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,,,
3730130,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730130,https://static.inaturalist.org/photos/4333222/medium.jpeg?1469291057,"CVB 14
XMAD_536","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Thomisidae,Crab Spiders,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,,,
3730131,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730131,https://static.inaturalist.org/photos/4333218/medium.jpeg?1469291035,"CVB 14
XMAD_535","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Pyraloidea,Pyralid and Crambid Snout Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
3730147,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3730147,https://static.inaturalist.org/photos/4333252/medium.jpeg?1469291155,"CVB 15
XMAD_544","Vatovavy-Fitovinany, Madagascar",-21.26289,47.41955,,,false,Nephilinae,Large-jawed Spiders,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,,,
3730148,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3730148,https://static.inaturalist.org/photos/4333259/medium.jpeg?1469291177,"CVB 15
XMAD_554","Vatovavy-Fitovinany, Madagascar",-21.26289,47.41955,,,false,Osoriini,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,
3730149,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3730149,https://static.inaturalist.org/photos/4333279/medium.jpeg?1469291219,"CVB 15
XMAD_556","Vatovavy-Fitovinany, Madagascar",-21.26289,47.41955,,,false,Blaberidae,Giant Cockroaches,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,,,
3730150,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3730150,https://static.inaturalist.org/photos/4333290/medium.jpeg?1469291242,"CVB 15
XMAD_557","Vatovavy-Fitovinany, Madagascar",-21.26289,47.41955,,,false,Trochanteriidae,trochanteriid spiders,Animalia,Arthropoda,Arachnida,Araneae,Trochanteriidae,,,
3730151,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3730151,https://static.inaturalist.org/photos/4333273/medium.jpeg?1469291198,"CVB 15
XMAD_555","Vatovavy-Fitovinany, Madagascar",-21.26289,47.41955,,,false,Lepidoptera,Butterflies and Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
3730207,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3730207,https://static.inaturalist.org/photos/4333321/medium.jpeg?1469291363,"CVB 16
XMAD_543","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Fungi,Fungi Including Lichens,Fungi,,,,,,,
3730208,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3730208,https://static.inaturalist.org/photos/4333324/medium.jpeg?1469291385,"CVB 16
XMAD_552","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Gephyromantis,,Animalia,Chordata,Amphibia,Anura,Mantellidae,Gephyromantis,,
3730219,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3730219,https://static.inaturalist.org/photos/4333346/medium.jpeg?1469291554,"CVB 17
XMAD_545","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Pseudoterpnini,,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,,,
3730220,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3730220,https://static.inaturalist.org/photos/4333359/medium.jpeg?1469291602,"CVB 17
XMAD_546","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Arctiini,Tiger Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,
3730221,2016-05-31,262154,needs_id,http://www.inaturalist.org/observations/3730221,https://static.inaturalist.org/photos/4333373/medium.jpeg?1469291648,"CVB 17
XMAD_558","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Erebidae,"Underwing, Tiger, Tussock, and Allied Moths",Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,
3730226,2016-06-01,262154,needs_id,http://www.inaturalist.org/observations/3730226,https://static.inaturalist.org/photos/4333386/medium.jpeg?1469291684,"CVB 19
XMAD_559","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Scolopendromorpha,Bark Centipedes,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,,,,
3730227,2016-06-01,262154,needs_id,http://www.inaturalist.org/observations/3730227,https://static.inaturalist.org/photos/4333390/medium.jpeg?1469291702,"CVB 19
XMAD_560","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3730228,2016-06-01,262154,needs_id,http://www.inaturalist.org/observations/3730228,https://static.inaturalist.org/photos/4333392/medium.jpeg?1469291724,"CVB 19
XMAD_561","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Blattodea,Cockroaches and Termites,Animalia,Arthropoda,Insecta,Blattodea,,,,
3730229,2016-06-01,262154,needs_id,http://www.inaturalist.org/observations/3730229,https://static.inaturalist.org/photos/4333393/medium.jpeg?1469291745,"CVB 19
XMAD_562","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Conocephalinae,Coneheads and Meadow Katydids,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,,
3730230,2016-06-01,262154,needs_id,http://www.inaturalist.org/observations/3730230,https://static.inaturalist.org/photos/4333395/medium.jpeg?1469291766,"CVB 19
XMAD_563","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Filodes,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Filodes,,
3730236,2016-06-01,262154,needs_id,http://www.inaturalist.org/observations/3730236,https://static.inaturalist.org/photos/4333401/medium.jpeg?1469291878,"CVB 20
XMAD_564","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Veronicellidae,Leatherleaf Slugs,Animalia,Mollusca,Gastropoda,Systellommatophora,Veronicellidae,,,
3730263,2016-06-02,262154,needs_id,http://www.inaturalist.org/observations/3730263,https://static.inaturalist.org/photos/4333415/medium.jpeg?1469292069,"CVB 23
XMAD_565","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Lepidoptera,Butterflies and Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
3730264,2016-06-02,262154,needs_id,http://www.inaturalist.org/observations/3730264,https://static.inaturalist.org/photos/4333423/medium.jpeg?1469292125,"CVB 23
XMAD_566","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Lymantriinae,Tussock Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,
3730265,2016-06-02,262154,needs_id,http://www.inaturalist.org/observations/3730265,https://static.inaturalist.org/photos/4333426/medium.jpeg?1469292142,"CVB 23
XMAD_567","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Sciaridae,Dark-winged Fungus Gnats,Animalia,Arthropoda,Insecta,Diptera,Sciaridae,,,
3730266,2016-06-02,262154,research,http://www.inaturalist.org/observations/3730266,https://static.inaturalist.org/photos/4333429/medium.jpeg?1469292162,"CVB 23
XMAD_568","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Maruca vitrata,Mung Bean Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Maruca,Maruca vitrata,
3730267,2016-06-02,262154,needs_id,http://www.inaturalist.org/observations/3730267,https://static.inaturalist.org/photos/4333434/medium.jpeg?1469292204,"CVB 23
XMAD_569","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Crambidae,Crambid Snout Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,,,
3730268,2016-06-02,262154,needs_id,http://www.inaturalist.org/observations/3730268,https://static.inaturalist.org/photos/4333435/medium.jpeg?1469292223,"CVB 23
XMAD_570","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Plusiinae,Plusiine Looper Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,
3730342,2016-06-03,262154,research,http://www.inaturalist.org/observations/3730342,https://static.inaturalist.org/photos/4333448/medium.jpeg?1469292305,"CVB 25
XMAD_571","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Apis mellifera unicolor,Malagasy Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,Apis mellifera unicolor
3730343,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730343,https://static.inaturalist.org/photos/4333454/medium.jpeg?1469292333,"CVB 25
XMAD_572","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Formicidae,Ants,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,,
