id,observed_on,user_id,quality_grade,url,image_url,description,place_guess,latitude,longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
58235600,2020-03-04,1738786,research,https://www.inaturalist.org/observations/58235600,https://static.inaturalist.org/photos/92956624/medium.jpeg?1598964939,,"Fianarantsoa, MG",-21.3884557589,47.2222985759,,obscured,true,Cynorkis flexuosa,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cynorkis,Cynorkis flexuosa,
58235741,2020-03-04,1738786,needs_id,https://www.inaturalist.org/observations/58235741,https://static.inaturalist.org/photos/92956846/medium.jpeg?1598965074,,"Haute Matsiatra, Madagascar",-21.0859253791,47.2162342773,,,false,Gladiolus,Gladioli,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Gladiolus,,
58235872,2020-03-04,1738786,research,https://www.inaturalist.org/observations/58235872,https://static.inaturalist.org/photos/92957121/medium.jpeg?1598965222,,"Fianarantsoa, MG",-21.1142922859,47.2286164264,,obscured,true,Satyrium trinerve,Whitebract Satyre,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Satyrium,Satyrium trinerve,
58671250,2013-03-19,724787,research,https://www.inaturalist.org/observations/58671250,https://static.inaturalist.org/photos/93685091/medium.jpg?1599354375,,"Vatovavy-Fitovinany, Madagascar",-21.2555631099,47.4233366627,,,false,Trachelophorus madegassus,,Animalia,Arthropoda,Insecta,Coleoptera,Attelabidae,Trachelophorus,Trachelophorus madegassus,
58922382,2013-07-16,536,research,https://www.inaturalist.org/observations/58922382,https://static.inaturalist.org/photos/94083043/medium.jpg?1599527870,,"Ranomafana, Madagascar",-21.2598663,47.4514912,,open,false,Galidia elegans,Ring-tailed Vontsira,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Galidia,Galidia elegans,
58922383,2013-07-16,536,research,https://www.inaturalist.org/observations/58922383,https://static.inaturalist.org/photos/94083052/medium.jpg?1599527873,,"Ranomafana, Madagascar",-21.2598663,47.4514912,,open,false,Galidia elegans,Ring-tailed Vontsira,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Galidia,Galidia elegans,
58922424,2013-07-16,536,research,https://www.inaturalist.org/observations/58922424,https://static.inaturalist.org/photos/94083473/medium.jpg?1599528074,,"Ranomafana, Madagascar",-21.2598663,47.4514912,,open,false,Galidia elegans,Ring-tailed Vontsira,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Galidia,Galidia elegans,
58922470,2013-07-16,536,research,https://www.inaturalist.org/observations/58922470,https://static.inaturalist.org/photos/94083827/medium.jpg?1599528247,,"Ranomafana, Madagascar",-21.2598663,47.4514912,,open,false,Galidia elegans,Ring-tailed Vontsira,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Galidia,Galidia elegans,
58922471,2013-07-16,536,research,https://www.inaturalist.org/observations/58922471,https://static.inaturalist.org/photos/94083831/medium.jpg?1599528251,,Madagascar,-21.2640611,47.4192917,,open,false,Copsychus albospecularis,Madagascar Magpie-Robin,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Copsychus,Copsychus albospecularis,
59836780,2007-04-28,18222,research,https://www.inaturalist.org/observations/59836780,https://static.inaturalist.org/photos/95621520/medium.jpeg?1600296460,An observation from an old trip to Madagascar that I did not upload earlier.,"Ranomafana, Vatovavy Fitovinany, Fianarantsoa, Madagascar",-21.3219833333,47.4034333333,,open,false,Thamnosophis infrasignatus,Forest Water Snake,Animalia,Chordata,Reptilia,Squamata,Pseudoxyrhophiidae,Thamnosophis,Thamnosophis infrasignatus,
59836781,2007-04-28,18222,research,https://www.inaturalist.org/observations/59836781,https://static.inaturalist.org/photos/95621548/medium.jpeg?1600296467,An observation from an old trip to Madagascar that I did not upload earlier.,"Vatovavy-Fitovinany, Madagascar",-21.267926331,47.4123643655,,open,false,Junonia oenone epiclelia,,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Junonia oenone,Junonia oenone epiclelia
59836783,2007-04-28,18222,needs_id,https://www.inaturalist.org/observations/59836783,https://static.inaturalist.org/photos/95621559/medium.jpeg?1600296471,An observation from an old trip to Madagascar that I did not upload earlier.,"Vatovavy-Fitovinany, Madagascar",-21.267926331,47.4123643655,,,false,Araneidae,Orbweavers,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,,,
59936824,2013-03-22,724787,research,https://www.inaturalist.org/observations/59936824,https://static.inaturalist.org/photos/95805338/medium.jpg?1600396060,,"Vorondolo, Madagascar",-21.2468258885,47.388162758,,,false,Papilio delalandei,,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio delalandei,
60315448,2016-01-13,773225,needs_id,https://www.inaturalist.org/observations/60315448,https://static.inaturalist.org/photos/96433876/medium.jpeg?1600696849,,Madagascar,-21.2640611,47.4192917,,open,false,Isomma elouardi,,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Isomma,Isomma elouardi,
60396180,2013-03-17,724787,needs_id,https://www.inaturalist.org/observations/60396180,https://static.inaturalist.org/photos/96571422/medium.jpeg?1600751802,,"Vatovavy-Fitovinany, Madagascar",-21.2596255207,47.4121475538,,,false,Polistes,Umbrella Paper Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,,
60651756,2001-05-01,17378,needs_id,https://www.inaturalist.org/observations/60651756,https://static.inaturalist.org/photos/96997215/medium.jpg?1600983071,"","Haute Matsiatra, Madagascar",-21.2594357763,46.4399774034,,,false,Hypopyra malgassica,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypopyra,Hypopyra malgassica,
61047570,2018-10-18,3401099,research,https://www.inaturalist.org/observations/61047570,https://static.inaturalist.org/photos/97649568/medium.jpeg?1601253143,,"Ifanadiana, Madagascar",-21.25555512,47.4204220623,,open,false,Boophis madagascariensis,Madagascar Bright-eyed Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Boophis,Boophis madagascariensis,
61047591,2018-10-18,3401099,research,https://www.inaturalist.org/observations/61047591,https://static.inaturalist.org/photos/97649612/medium.jpeg?1601253155,,"Vatovavy Fitovinany, MG-FI, MG",-21.2849935276,47.5852484676,,obscured,true,Microcebus rufus,Rufous Mouse Lemur,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus rufus,
61047666,2018-10-18,3401099,research,https://www.inaturalist.org/observations/61047666,https://static.inaturalist.org/photos/97649752/medium.jpeg?1601253185,,Ranomafana Arboretum,-21.2696873788,47.4721873552,,open,false,Heterixalus betsileo,Betsileo Reed Frog,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Heterixalus,Heterixalus betsileo,
61047696,2018-10-18,3401099,research,https://www.inaturalist.org/observations/61047696,https://static.inaturalist.org/photos/97649799/medium.jpeg?1601253202,,"Ifanadiana, Madagascar",-21.2696873788,47.4721873552,,open,false,Heterixalus betsileo,Betsileo Reed Frog,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Heterixalus,Heterixalus betsileo,
61047764,2018-10-18,3401099,needs_id,https://www.inaturalist.org/observations/61047764,https://static.inaturalist.org/photos/97649874/medium.jpeg?1601253220,,Ranomafana,-21.2598661808,47.4514910951,,,false,Zonosaurus,,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Zonosaurus,,
61047829,2018-10-18,3401099,research,https://www.inaturalist.org/observations/61047829,https://static.inaturalist.org/photos/97649999/medium.jpeg?1601253253,,"Ranomafana, Madagascar",-21.2598661808,47.4514910951,,open,false,Uroplatus phantasticus,Satanic Leaf-tailed Gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus phantasticus,
61247360,2016-01-13,72671,needs_id,https://www.inaturalist.org/observations/61247360,https://static.inaturalist.org/photos/97985865/medium.jpg?1601413705,"January 2016.
Ranomafana, Madagascar.","Ranomafana, Fianarantsoa, Madagascar",-21.25747,47.360405,,,false,Argiope coquereli,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,Argiope coquereli,
61247363,2016-01-13,72671,needs_id,https://www.inaturalist.org/observations/61247363,https://static.inaturalist.org/photos/97985867/medium.jpg?1601413706,"January 2016.
Ranomafana, Madagascar.","Ranomafana, Fianarantsoa, Madagascar",-21.2575,47.360386,,,false,Argiope coquereli,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope,Argiope coquereli,
61247366,2016-01-13,72671,needs_id,https://www.inaturalist.org/observations/61247366,https://static.inaturalist.org/photos/97985873/medium.jpg?1601413707,"Night photography with LED torch.
January 2016.
Ranomafana, Madagascar.","Ranomafana, Fianarantsoa, Madagascar",-21.255864,47.407361,,,false,Trichonephila inaurata madagascariensis,Southern Redleg Orbweaver,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Trichonephila,Trichonephila inaurata,Trichonephila inaurata madagascariensis
61247370,2016-01-13,72671,needs_id,https://www.inaturalist.org/observations/61247370,https://static.inaturalist.org/photos/97985885/medium.jpg?1601413709,"January 2016.
Ranomafana, Madagascar.","Ranomafana, Fianarantsoa, Madagascar",-21.239309,47.397577,,,false,Caerostris,Bark Spiders,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,,
61343113,2016-01-12,72671,needs_id,https://www.inaturalist.org/observations/61343113,https://static.inaturalist.org/photos/98150575/medium.jpg?1601504200,"January 2016.
Ranomafana, Madagascar.","Ranomafana, Fianarantsoa, Madagascar",-21.257912,47.421502,,,false,Potamonautidae,African Freshwater Crabs,Animalia,Arthropoda,Malacostraca,Decapoda,Potamonautidae,,,
61343349,2016-01-14,72671,needs_id,https://www.inaturalist.org/observations/61343349,https://static.inaturalist.org/photos/98150966/medium.jpg?1601504338,"January 2016.
Ranomafana, Madagascar.","Ranomafana, Fianarantsoa, Madagascar",-21.264664,47.418988,,,false,Potamonautidae,African Freshwater Crabs,Animalia,Arthropoda,Malacostraca,Decapoda,Potamonautidae,,,
61600683,2020-01-14,1374382,needs_id,https://www.inaturalist.org/observations/61600683,https://static.inaturalist.org/photos/98582725/medium.jpeg?1601754226,"","Vatovavy-Fitovinany, Madagascar",-21.2477054843,47.4017706603,,,false,Conostegia subcrustulata,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Conostegia,Conostegia subcrustulata,
61600684,2020-01-14,1374382,research,https://www.inaturalist.org/observations/61600684,https://static.inaturalist.org/photos/98582968/medium.jpeg?1601754297,"","Vatovavy Fitovinany, MG-FI, MG",-21.21401944,47.4453081928,,obscured,true,Prolemur simus,Greater Bamboo Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Prolemur,Prolemur simus,
61600685,2020-01-14,1374382,research,https://www.inaturalist.org/observations/61600685,https://static.inaturalist.org/photos/98583538/medium.jpeg?1601754459,"","Vatovavy-Fitovinany, Madagascar",-21.2477054843,47.4017706603,,open,false,Coracopsis vasa,Greater Vasa Parrot,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Coracopsis,Coracopsis vasa,
61600686,2020-01-14,1374382,research,https://www.inaturalist.org/observations/61600686,https://static.inaturalist.org/photos/98583084/medium.jpeg?1601754333,"","Vatovavy-Fitovinany, Madagascar",-21.2477054843,47.4017706603,,,false,Hedychium coronarium,White ginger,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Hedychium,Hedychium coronarium,
61600688,2020-01-14,1374382,research,https://www.inaturalist.org/observations/61600688,https://static.inaturalist.org/photos/98583898/medium.jpeg?1601754569,"","Vatovavy-Fitovinany, Madagascar",-21.2477054843,47.4017706603,,open,false,Calumma crypticum,Cryptic Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma crypticum,
61600689,2020-01-14,1374382,research,https://www.inaturalist.org/observations/61600689,https://static.inaturalist.org/photos/98583875/medium.jpeg?1601754563,"","Vatovavy Fitovinany, MG-FI, MG",-21.2108220491,47.5116167132,,obscured,true,Calumma oshaughnessyi,O'Shaughnessy's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma oshaughnessyi,
61600690,2020-01-14,1374382,research,https://www.inaturalist.org/observations/61600690,https://static.inaturalist.org/photos/98584040/medium.jpeg?1601754612,"","Vatovavy-Fitovinany, Madagascar",-21.2477054843,47.4017706603,,,false,Dianella ensifolia,cerulean flax-lily,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Dianella,Dianella ensifolia,
61600691,2020-01-14,1374382,research,https://www.inaturalist.org/observations/61600691,https://static.inaturalist.org/photos/98584196/medium.jpeg?1601754673,"","Vatovavy Fitovinany, MG-FI, MG",-21.2351257912,47.4751227114,,obscured,true,Calumma glawi,Glaw's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma glawi,
61600693,2020-01-14,1374382,needs_id,https://www.inaturalist.org/observations/61600693,https://static.inaturalist.org/photos/98586397/medium.jpg?1601755389,"","Vatovavy Fitovinany, MG-FI, MG",-21.2001167465,47.5597217895,,obscured,true,Accipiter madagascariensis,Madagascar Sparrowhawk,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter madagascariensis,
61600695,2020-01-14,1374382,research,https://www.inaturalist.org/observations/61600695,https://static.inaturalist.org/photos/98586417/medium.jpg?1601755394,"","Vatovavy-Fitovinany, Madagascar",-21.2477054843,47.4017706603,,open,false,Brookesia superciliaris,Brown Leaf Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia,Brookesia superciliaris,
61772360,2013-03-21,724787,research,https://www.inaturalist.org/observations/61772360,https://static.inaturalist.org/photos/98884157/medium.jpeg?1601901198,,"Vatovavy-Fitovinany, Madagascar",-21.2541030769,47.4228002719,,,false,Precis andremiaja,Banded Commodore,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Precis,Precis andremiaja,
61772362,2013-03-21,724787,needs_id,https://www.inaturalist.org/observations/61772362,https://static.inaturalist.org/photos/98884172/medium.jpg?1601901207,,"Vatovavy-Fitovinany, Madagascar",-21.2541030769,47.4228002719,,,false,Precis limnoria,White-spotted Commodore,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Precis,Precis limnoria,
61772363,2013-03-21,724787,research,https://www.inaturalist.org/observations/61772363,https://static.inaturalist.org/photos/98884189/medium.jpg?1601901215,,"Haute Matsiatra, Madagascar",-21.1593047523,47.3205894138,,,false,Junonia rhadama,Royal Blue Pansy,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Junonia,Junonia rhadama,
61846742,2020-09-27,46361,casual,https://www.inaturalist.org/observations/61846742,https://static.inaturalist.org/photos/99017134/medium.jpeg?1601971305,Plant to 2 m.,"Vatovavy Fitovinany, MG-FI, MG",-21.2606483333,47.4553116667,,,false,Musa ornata,Flowering Banana,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,Musa ornata,
61846815,2020-09-27,46361,casual,https://www.inaturalist.org/observations/61846815,https://static.inaturalist.org/photos/99017244/medium.jpeg?1601971418,Palm to 5 m.,"Vatovavy Fitovinany, MG-FI, MG",-21.2606633333,47.45532,,,false,Arecaceae,palms,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,,,
61846839,2020-09-27,46361,research,https://www.inaturalist.org/observations/61846839,https://static.inaturalist.org/photos/99017307/medium.jpeg?1601971506,Tree to 4 m,"Ranomafana, MG-FI-VF, MG-FI, MG",-21.2610983333,47.41992,,,false,Syzygium jambos,Rose-apple,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium jambos,
61846899,2020-09-28,46361,research,https://www.inaturalist.org/observations/61846899,https://static.inaturalist.org/photos/99017388/medium.jpeg?1601971615,Terrestrial orchids to 30 cm. Only one basal leaf.,"Vatovavy Fitovinany, MG-FI, MG",-21.25197,47.4235033333,,,false,Cynorkis lowiana,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cynorkis,Cynorkis lowiana,
61846961,2020-09-28,46361,needs_id,https://www.inaturalist.org/observations/61846961,https://static.inaturalist.org/photos/99017505/medium.jpeg?1601971748,Shrub to 4 m.,"Vatovavy Fitovinany, MG-FI, MG",-21.2521166667,47.4236733333,,,false,Asteraceae,"sunflowers, daisies, asters, and allies",Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,
61893189,2020-01-16,1374382,research,https://www.inaturalist.org/observations/61893189,https://static.inaturalist.org/photos/99081711/medium.jpeg?1602011231,"","Vatovavy-Fitovinany, Madagascar",-21.2705708929,47.472311112,,open,false,Thamnosophis lateralis,Lateral Water Snake,Animalia,Chordata,Reptilia,Squamata,Pseudoxyrhophiidae,Thamnosophis,Thamnosophis lateralis,
61893190,2020-01-16,1374382,needs_id,https://www.inaturalist.org/observations/61893190,https://static.inaturalist.org/photos/99081851/medium.jpeg?1602011285,"","Vatovavy-Fitovinany, Madagascar",-21.2705708929,47.472311112,,open,false,Heterixalus betsileo,Betsileo Reed Frog,Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Heterixalus,Heterixalus betsileo,
61893191,2020-01-16,1374382,casual,https://www.inaturalist.org/observations/61893191,https://static.inaturalist.org/photos/99081875/medium.jpeg?1602011295,"","Vatovavy Fitovinany, MG-FI, MG",-21.3896073089,47.4095994096,,obscured,true,Furcifer balteatus,Two-banded Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,Furcifer balteatus,
61893192,2020-01-16,1374382,research,https://www.inaturalist.org/observations/61893192,https://static.inaturalist.org/photos/99095067/medium.jpeg?1602016565,"","Vatovavy Fitovinany, MG-FI, MG",-21.3189495844,47.4252792383,,obscured,true,Calumma parsonii parsonii,,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma parsonii,Calumma parsonii parsonii
61893193,2020-01-16,1374382,needs_id,https://www.inaturalist.org/observations/61893193,https://static.inaturalist.org/photos/99081894/medium.jpeg?1602011306,"","Vatovavy-Fitovinany, Madagascar",-21.2705708929,47.472311112,,open,false,Zonosaurus ornatus,Ornate Girdled Lizard,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Zonosaurus,Zonosaurus ornatus,
61893194,2020-01-16,1374382,needs_id,https://www.inaturalist.org/observations/61893194,https://static.inaturalist.org/photos/99095126/medium.jpeg?1602016583,"","Vatovavy-Fitovinany, Madagascar",-21.2705708929,47.472311112,,,false,Cicadidae,Typical Cicadas,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,,,
61893195,2020-01-16,1374382,needs_id,https://www.inaturalist.org/observations/61893195,https://static.inaturalist.org/photos/99081893/medium.jpeg?1602011305,"","Vatovavy-Fitovinany, Madagascar",-21.2705708929,47.472311112,,,false,Salamis anteva,,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Salamis,Salamis anteva,
61940317,2005-01-04,1609208,research,https://www.inaturalist.org/observations/61940317,https://static.inaturalist.org/photos/99177704/medium.jpeg?1602074064,,Madagascar,-21.2640611,47.4192917,,open,false,Phelsuma quadriocellata,Peacock Day Gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,Phelsuma quadriocellata,
61941609,2020-09-10,1609208,research,https://www.inaturalist.org/observations/61941609,https://static.inaturalist.org/photos/99178880/medium.jpeg?1602074890,,Madagascar,-21.2640611,47.4192917,,open,false,Brookesia therezieni,Perinet Leaf Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia,Brookesia therezieni,
61941612,2020-09-10,1609208,research,https://www.inaturalist.org/observations/61941612,https://static.inaturalist.org/photos/99179965/medium.jpeg?1602075490,I don't remember the place...,"Vatovavy Fitovinany, MG-FI, MG",-21.374679566,47.5957020044,,obscured,true,Calumma oshaughnessyi,O'Shaughnessy's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma oshaughnessyi,
61963885,2020-09-10,1609208,research,https://www.inaturalist.org/observations/61963885,https://static.inaturalist.org/photos/99217168/medium.jpeg?1602093535,,"Vatovavy Fitovinany, MG-FI, MG",-21.26887321,47.4928741537,,obscured,true,Eulemur rubriventer,Red-bellied Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur rubriventer,
61963887,2020-09-10,1609208,research,https://www.inaturalist.org/observations/61963887,https://static.inaturalist.org/photos/99217355/medium.jpeg?1602093611,,"Vatovavy Fitovinany, MG-FI, MG",-21.3773068615,47.4088701099,,obscured,true,Fossa fossana,Fanaloka,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Fossa,Fossa fossana,
61963888,2020-09-10,1609208,research,https://www.inaturalist.org/observations/61963888,https://static.inaturalist.org/photos/99217673/medium.jpeg?1602093726,,"Vatovavy Fitovinany, MG-FI, MG",-21.3691997371,47.4802323962,,obscured,true,Avahi peyrierasi,Peyrieras' Woolly Lemur,Animalia,Chordata,Mammalia,Primates,Indriidae,Avahi,Avahi peyrierasi,
61963889,2020-09-10,1609208,casual,https://www.inaturalist.org/observations/61963889,https://static.inaturalist.org/photos/99217754/medium.jpeg?1602093755,,"Vatovavy Fitovinany, MG-FI, MG",-21.3517981427,47.4302690648,,obscured,true,Propithecus verreauxi,Verreaux's Sifaka,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,Propithecus verreauxi,
61964469,2020-09-10,1609208,research,https://www.inaturalist.org/observations/61964469,https://static.inaturalist.org/photos/99217886/medium.jpeg?1602093821,,"Ranomafana, Madagascar",-21.2598663,47.4514912,,open,false,Laliostoma labrosum,Madagascar Bullfrog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Laliostoma,Laliostoma labrosum,
61964470,2020-09-10,1609208,research,https://www.inaturalist.org/observations/61964470,https://static.inaturalist.org/photos/99218674/medium.jpeg?1602094142,,"Vorondolo, Madagascar",-21.2368605403,47.3802981173,,open,false,Mantella baroni,Baron's Mantella,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella,Mantella baroni,
61965200,2020-09-10,1609208,needs_id,https://www.inaturalist.org/observations/61965200,https://static.inaturalist.org/photos/99218983/medium.jpeg?1602094259,,Madagascar,-21.2640611,47.4192917,,open,false,Gephyromantis luteus,,Animalia,Chordata,Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis luteus,
61968062,2016-08-23,3711537,research,https://www.inaturalist.org/observations/61968062,https://static.inaturalist.org/photos/99224914/medium.jpeg?1602096485,,"Vatovavy-Fitovinany, Madagaskar",-21.252167,47.423192,,,false,Kalanchoe peltata,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,Kalanchoe peltata,
61968065,2016-08-23,3711537,research,https://www.inaturalist.org/observations/61968065,https://static.inaturalist.org/photos/99224971/medium.jpeg?1602096500,,"Vatovavy-Fitovinany, Madagaskar",-21.2416185515,47.4272113947,,,false,Kalanchoe peltata,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,Kalanchoe peltata,
61969016,2020-09-10,1609208,research,https://www.inaturalist.org/observations/61969016,https://static.inaturalist.org/photos/99219935/medium.jpeg?1602094624,,"Ranomafana, Madagascar",-21.2598663,47.4514912,,,false,Uroplatus sikorae,Mossy Leaf-tailed Gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,
62163850,1999-01-12,2587013,needs_id,https://www.inaturalist.org/observations/62163850,https://static.inaturalist.org/photos/99564367/medium.jpg?1602295530,"in Ranomafana National Park
Date is approximate (month and year are correct). GPS was subject to selective availability.","Ranomafana, MG-FI-VF, MG-FI, MG",-21.26148,47.42005,,,false,Helicophanta farafanga,,Animalia,Mollusca,Gastropoda,Stylommatophora,Acavidae,Helicophanta,Helicophanta farafanga,
62164762,1999-01-27,2587013,needs_id,https://www.inaturalist.org/observations/62164762,https://static.inaturalist.org/photos/99566186/medium.jpg?1602296488,"Ranomafana NP.
Date approximate (month/year are accurate). GPS subject to selective availability.

Over the course of 8 hours I checked in on this pair and they continued to mate the entire time. (at least I assume they are mating)","Vatovavy-Fitovinany, Madagascar",-21.2619,47.41873,,,false,Helicophanta ibaraoensis,,Animalia,Mollusca,Gastropoda,Stylommatophora,Acavidae,Helicophanta,Helicophanta ibaraoensis,
62165133,1999-01-12,2587013,needs_id,https://www.inaturalist.org/observations/62165133,https://static.inaturalist.org/photos/99567302/medium.jpg?1602297129,"Ranomafana NP
Date approximate (year/month correct). GPS subject to selective availability

This large snail likes to climb trees. Even saplings which don't look big enough to support it.","Vatovavy-Fitovinany, Madagascar",-21.26148,47.42005,,,false,Helicophanta souverbiana,,Animalia,Mollusca,Gastropoda,Stylommatophora,Acavidae,Helicophanta,Helicophanta souverbiana,
62166513,1998-11-25,2587013,needs_id,https://www.inaturalist.org/observations/62166513,https://static.inaturalist.org/photos/99569713/medium.jpg?1602298401,"Ranomafana NP
Year/month correct, day approximate. GPS subject to selective availability","Vatovavy-Fitovinany, Madagascar",-21.2623,47.43672,,,false,Helicophanta farafanga,,Animalia,Mollusca,Gastropoda,Stylommatophora,Acavidae,Helicophanta,Helicophanta farafanga,
62220236,1992-10-26,2587013,needs_id,https://www.inaturalist.org/observations/62220236,https://static.inaturalist.org/photos/99660950/medium.jpg?1602354914,Ranomafana NP,"Vatovavy Fitovinany, MG-FI, MG",-21.2418276892,47.449498051,,obscured,true,Avahi peyrierasi,Peyrieras' Woolly Lemur,Animalia,Chordata,Mammalia,Primates,Indriidae,Avahi,Avahi peyrierasi,
62402031,2018-10-13,8114,needs_id,https://www.inaturalist.org/observations/62402031,https://static.inaturalist.org/photos/99975084/medium.jpg?1602515671,"Ranomafana National Park, Fianarantsoa, Madagascar","Ranomafana, Vatovavy Fitovinany, Madagascar",-21.256668,47.453738,,,false,Hyllus,Zebrastripe Jumping Spiders,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Hyllus,,
62416607,2018-10-13,8114,research,https://www.inaturalist.org/observations/62416607,https://static.inaturalist.org/photos/100000832/medium.jpg?1602526118,"Ranomafana National Park, Fianarantsoa, Madagascar","Androy, Upper Matsiatra, Madagascar",-21.237099,47.386811,,,false,Tetragnatha protensa,,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha protensa,
62426894,1996-07-24,2587013,research,https://www.inaturalist.org/observations/62426894,https://static.inaturalist.org/photos/100015611/medium.jpg?1602532111,RNP,"Vatovavy Fitovinany, MG-FI, MG",-21.3551987308,47.5033146382,,obscured,true,Eulemur rubriventer,Red-bellied Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur rubriventer,
62427439,1996-07-26,2587013,research,https://www.inaturalist.org/observations/62427439,https://static.inaturalist.org/photos/100019118/medium.jpg?1602533481,"","Vatovavy Fitovinany, MG-FI, MG",-21.3717342984,47.5357373502,,obscured,true,Hapalemur aureus,Golden Bamboo Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,Hapalemur aureus,
62428204,1996-07-23,2587013,research,https://www.inaturalist.org/observations/62428204,https://static.inaturalist.org/photos/100020316/medium.jpg?1602533965,"RNP
Mother + infant","Vatovavy Fitovinany, MG-FI, MG",-21.2858573237,47.5115718807,,obscured,true,Propithecus edwardsi,Milne-Edwards' Sifaka,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,Propithecus edwardsi,
